date_time,duration,source_ip,destination_ip,source_port,destination_port,protocol,flag,forwarding_status,tos,packets,bytes,label
28/07/2016 0:25,0.0,42.219.152.20,42.219.150.242,80,14338,TCP,.A..S.,0,0,1,40,dos
28/07/2016 8:15,1.956,42.219.159.85,185.30.246.5,55106,80,TCP,.AP.S.,0,0,7,945,background
27/07/2016 17:14,0.644,42.219.156.213,193.27.83.86,58927,25,TCP,.APRS.,0,0,6,437,anomaly-spam
28/07/2016 2:04,0.72,42.219.156.213,193.27.1.135,53158,25,TCP,.APRS.,0,0,6,443,anomaly-spam
28/07/2016 0:50,0.0,42.219.150.243,42.219.152.20,39756,32785,TCP,....S.,0,0,1,44,scan44
28/07/2016 4:16,0.72,42.219.156.215,193.27.1.135,45706,25,TCP,.APRS.,0,0,6,436,anomaly-spam
28/07/2016 0:31,0.348,42.219.158.188,194.233.64.124,80,55799,TCP,.AP...,0,0,22,28817,blacklist
28/07/2016 0:52,0.0,42.219.150.247,42.219.156.30,64055,6689,TCP,....S.,0,0,1,44,scan44
27/07/2016 13:46,5.932,239.7.99.29,42.219.158.188,1167,80,TCP,....S.,0,0,2,96,blacklist
27/07/2016 18:13,2.264,70.134.233.92,42.219.155.28,54128,443,TCP,.APRSF,0,0,13,2901,background
27/07/2016 14:46,0.0,60.44.48.247,42.219.159.55,80,56044,TCP,.A..S.,0,0,1,44,blacklist
27/07/2016 21:36,0.54,193.27.6.165,42.219.156.213,25,38448,TCP,.AP.SF,0,0,5,961,anomaly-spam
27/07/2016 18:18,2.0,78.169.28.189,42.219.155.28,7011,443,TCP,.APRSF,0,0,11,2825,background
28/07/2016 0:11,0.0,42.219.152.20,42.219.150.242,80,11746,TCP,.A..S.,0,0,1,40,dos
28/07/2016 0:12,0.0,42.219.150.241,42.219.154.69,19364,80,TCP,...RS.,0,0,2,200,dos
27/07/2016 18:42,0.036,42.219.158.188,194.233.72.69,80,51456,TCP,.A...F,0,0,2,104,blacklist
27/07/2016 18:08,0.0,60.11.148.225,42.219.159.194,53,55391,UDP,.A....,0,0,1,707,background
28/07/2016 0:24,0.004,42.219.150.243,42.219.152.20,6285,80,TCP,...RS.,0,0,2,200,dos
28/07/2016 3:52,0.196,42.219.154.103,188.31.65.109,80,44166,TCP,.A..SF,0,0,4,216,background
28/07/2016 1:12,0.0,204.97.73.53,42.219.153.62,53471,53,UDP,.A....,0,0,1,66,background
27/07/2016 13:54,3.048,42.219.159.90,195.7.236.203,65491,445,TCP,....S.,0,0,2,96,background
27/07/2016 14:09,0.456,42.219.154.107,60.56.180.12,60800,443,TCP,.AP.SF,0,0,15,1135,blacklist
28/07/2016 4:28,2.904,42.219.159.90,72.144.254.206,39992,445,TCP,....S.,0,0,2,96,background
27/07/2016 22:30,0.0,143.72.8.137,42.219.158.161,53,60238,UDP,.A....,0,0,1,98,background
28/07/2016 8:32,2.36,42.219.158.164,67.238.185.48,49512,25,TCP,.APRS.,0,0,31,24804,background
28/07/2016 1:49,0.0,198.132.59.191,42.219.152.20,16086,6881,UDP,.A....,0,40,1,132,nerisbotnet
28/07/2016 3:30,0.524,54.143.48.199,42.219.156.212,25,33919,TCP,.AP.SF,0,0,5,961,anomaly-spam
27/07/2016 16:10,0.208,67.210.186.237,42.219.156.211,64061,80,TCP,.AP.SF,0,0,5,601,background
28/07/2016 5:55,18.12,211.44.187.152,42.219.156.211,35600,80,TCP,.AP.SF,0,0,10,1750,background
27/07/2016 19:56,5.8,42.219.154.154,212.76.234.222,80,7795,TCP,.AP.SF,0,0,5,459,background
27/07/2016 17:01,0.028,36.50.44.138,42.219.155.103,49744,143,TCP,.A..SF,0,0,5,268,background
28/07/2016 6:08,0.0,42.219.158.188,204.97.134.216,53,51061,UDP,.A....,0,0,1,176,blacklist
28/07/2016 0:44,0.0,42.219.158.188,66.9.2.186,53,18007,UDP,.A....,0,0,1,132,blacklist
28/07/2016 0:00,0.0,42.219.158.16,42.219.150.246,80,3980,TCP,.A..S.,0,0,1,40,dos
28/07/2016 3:21,4.72,74.59.160.87,42.219.155.28,33442,443,TCP,.APRSF,0,0,13,3442,background
27/07/2016 18:15,0.0,236.135.65.187,42.219.145.171,58399,53413,UDP,.A....,0,40,2,197,background
28/07/2016 0:20,0.0,42.219.158.16,42.219.150.246,80,5691,TCP,.A..S.,0,0,1,40,dos
28/07/2016 1:21,3.0,42.219.159.90,104.137.244.189,15043,445,TCP,....S.,0,0,2,96,background
27/07/2016 23:27,0.52,193.26.243.182,42.219.156.213,25,59199,TCP,.AP.SF,0,0,5,961,anomaly-spam
28/07/2016 0:24,0.0,42.219.158.52,233.198.171.68,2222,53328,TCP,...R..,0,72,2,80,background
28/07/2016 7:49,0.0,42.219.145.114,208.64.142.192,80,33762,TCP,.A...F,0,0,1,40,background
28/07/2016 0:24,0.0,42.219.152.20,42.219.150.243,80,8227,TCP,.A..S.,0,0,1,40,dos
27/07/2016 19:04,0.0,60.242.232.67,42.219.155.102,20006,80,TCP,.A...F,0,40,1,52,background
27/07/2016 14:39,0.18,42.219.158.188,102.216.44.72,80,29273,TCP,.A..SF,0,0,3,164,blacklist
27/07/2016 22:38,0.336,121.106.2.63,42.219.156.215,25,35266,TCP,.AP.SF,0,0,5,961,anomaly-spam
27/07/2016 20:20,313.164,42.219.159.197,168.42.101.187,65085,8291,TCP,.AP...,0,0,129,7528,background
28/07/2016 1:09,0.584,42.219.156.213,193.27.83.86,54568,25,TCP,.APRS.,0,0,6,439,anomaly-spam
27/07/2016 20:10,0.0,222.13.113.227,42.219.159.194,3544,61786,UDP,.A....,0,0,1,137,background
27/07/2016 17:53,0.54,36.67.32.206,42.219.154.128,61973,33273,TCP,.AP.SF,0,2,601,899895,background
28/07/2016 1:11,0.0,42.219.158.188,167.190.0.244,80,28563,TCP,.A...F,0,0,1,52,blacklist
28/07/2016 5:36,9.016,89.24.235.79,42.219.159.44,46323,23,TCP,....S.,0,0,3,156,background
28/07/2016 4:53,0.02,43.164.49.177,42.219.155.26,80,47759,TCP,.AP.S.,0,0,3,549,background
27/07/2016 16:10,0.208,67.210.186.237,42.219.156.211,64061,80,TCP,.AP.SF,0,0,5,601,background
28/07/2016 7:36,15.62,194.233.70.89,42.219.153.128,54219,80,TCP,.AP.SF,0,0,10,904,background
27/07/2016 22:02,0.0,36.41.20.222,42.219.154.128,8844,53,UDP,.A....,0,40,1,74,background
28/07/2016 8:30,0.0,216.54.81.199,42.219.158.188,1278,80,TCP,.A...F,0,0,2,80,blacklist
28/07/2016 5:33,0.0,42.219.153.89,106.150.66.82,15621,40021,UDP,.A....,0,0,1,61,background
27/07/2016 19:51,0.0,143.72.8.137,42.219.158.188,53,60411,UDP,.A....,0,0,1,126,blacklist
27/07/2016 22:03,0.0,42.219.153.7,60.32.31.126,53,53,UDP,.A....,0,0,1,80,background
28/07/2016 1:10,0.0,42.219.158.188,133.18.189.125,22,52809,TCP,.AP...,0,0,1,84,blacklist
28/07/2016 0:11,0.0,42.219.150.247,42.219.158.16,13728,80,TCP,...RS.,0,0,2,200,dos
27/07/2016 22:37,0.72,42.219.156.215,193.27.6.165,35509,25,TCP,.APRS.,0,0,6,436,anomaly-spam
27/07/2016 13:57,0.888,42.219.158.242,56.207.161.141,45768,80,TCP,.AP.SF,0,0,24,1152,blacklist
27/07/2016 22:54,2.988,42.219.159.90,118.129.234.255,52263,445,TCP,....S.,0,0,2,96,background
28/07/2016 0:26,2.904,42.219.159.90,197.35.63.86,9505,445,TCP,....S.,0,0,2,96,background
28/07/2016 8:48,0.12,42.219.159.85,78.160.191.61,26633,443,TCP,.AP...,0,0,2,135,background
28/07/2016 0:29,0.0,42.219.154.69,42.219.150.241,80,14762,TCP,.A..S.,0,0,1,40,dos
28/07/2016 5:57,0.0,169.38.186.169,42.219.158.196,0,2048,ICMP,.A....,0,72,1,84,background
28/07/2016 4:17,0.18,42.219.158.204,106.150.228.47,80,10815,TCP,.AP...,0,2,8,10161,background
28/07/2016 0:10,0.0,42.219.150.247,42.219.158.16,7940,80,TCP,...RS.,0,0,2,200,dos
28/07/2016 0:10,0.0,42.219.158.16,42.219.150.246,80,7603,TCP,.A..S.,0,0,1,40,dos
28/07/2016 1:40,0.72,42.219.156.212,193.27.6.180,45857,25,TCP,.APRS.,0,0,6,439,anomaly-spam
27/07/2016 15:27,0.104,42.219.153.58,202.213.216.190,80,61551,TCP,.AP.SF,0,0,4,1311,background
28/07/2016 0:12,0.004,42.219.150.246,42.219.158.16,18710,80,TCP,...RS.,0,0,2,200,dos
28/07/2016 5:31,0.0,56.38.236.40,42.219.153.207,45888,445,TCP,....S.,0,0,1,40,background
27/07/2016 17:14,0.772,192.22.7.103,42.219.156.223,25,42644,TCP,.AP.SF,0,0,9,877,anomaly-spam
27/07/2016 14:29,0.02,42.219.159.69,220.20.177.123,58686,80,TCP,.A...F,0,0,2,104,background
28/07/2016 3:17,0.0,42.219.158.190,50.25.244.180,53,19654,UDP,.A....,0,0,1,89,background
27/07/2016 23:06,0.0,143.72.8.137,42.219.154.116,53,59778,UDP,.A....,0,0,1,148,background
27/07/2016 14:23,0.0,60.44.48.247,42.219.150.246,80,48900,TCP,.A..S.,0,72,1,44,blacklist
27/07/2016 22:28,0.588,42.219.156.212,193.27.83.86,36233,25,TCP,.APRS.,0,0,6,428,anomaly-spam
27/07/2016 17:39,47.544,143.72.8.137,42.219.158.161,53,53529,UDP,.A....,0,0,2,290,background
28/07/2016 9:28,0.0,42.219.154.128,143.72.8.137,36488,53,UDP,.A....,0,0,1,74,background
28/07/2016 9:24,1.724,42.219.145.25,165.10.91.66,80,34607,TCP,.AP.S.,0,0,7,5060,background
27/07/2016 14:18,0.0,192.214.4.9,42.219.153.62,26071,53,UDP,.A....,0,0,1,65,background
27/07/2016 21:28,0.436,193.27.83.68,42.219.156.215,25,36328,TCP,.AP.SF,0,0,5,961,anomaly-spam
28/07/2016 1:20,3.004,42.219.159.90,183.68.105.27,19944,445,TCP,....S.,0,0,2,96,background
27/07/2016 17:38,14.94,62.205.191.163,42.219.153.147,50617,80,TCP,.A...F,0,0,9,468,background
28/07/2016 2:06,0.0,42.219.159.92,143.72.8.137,63960,53,UDP,.A....,0,0,1,70,background
28/07/2016 3:28,0.54,193.27.1.135,42.219.156.213,25,53681,TCP,.AP.SF,0,0,5,958,anomaly-spam
27/07/2016 18:13,0.0,65.120.161.215,42.219.155.26,14648,443,TCP,.A.R..,0,0,1,52,background
27/07/2016 14:14,4.0,60.44.48.247,42.219.150.5,80,7360,TCP,.A..S.,0,72,1,44,blacklist
27/07/2016 20:37,0.444,193.27.83.68,42.219.156.213,25,49537,TCP,.AP.SF,0,0,5,961,anomaly-spam
28/07/2016 1:48,16.608,42.219.158.161,49.109.128.149,25,42999,TCP,.AP.SF,0,0,8,503,background
27/07/2016 16:26,0.0,248.181.189.136,42.219.158.190,18761,53,UDP,.A....,0,0,1,73,background
27/07/2016 20:32,0.488,42.219.156.211,37.64.164.178,80,51736,TCP,.AP.SF,0,0,4,1045,background
28/07/2016 3:46,0.176,42.219.158.160,76.246.241.77,80,40749,TCP,.AP.SF,0,0,19,22779,background
27/07/2016 16:23,1.468,70.211.246.221,42.219.155.28,47532,443,TCP,.APRSF,0,0,13,2929,background
28/07/2016 3:19,0.972,218.153.196.103,42.219.156.211,57681,443,TCP,.AP.SF,0,0,11,1454,background
27/07/2016 22:17,0.58,42.219.156.213,193.27.83.68,59330,25,TCP,.APRS.,0,0,6,438,anomaly-spam
28/07/2016 7:02,0.136,42.219.153.128,143.253.58.17,36433,80,TCP,.APRSF,0,0,12,645,background
27/07/2016 21:50,0.732,185.209.190.193,42.219.147.178,443,36503,TCP,.A....,0,0,2,104,background
28/07/2016 9:21,2.908,168.38.13.188,42.219.158.156,49604,443,TCP,.AP.SF,0,0,33,3779,background
28/07/2016 1:52,0.0,143.72.8.137,42.219.158.16,53,52666,UDP,.A....,0,0,1,86,nerisbotnet
27/07/2016 20:18,0.0,213.44.246.68,42.219.152.249,53,60238,UDP,.A....,0,72,1,73,background
28/07/2016 9:22,0.0,211.53.94.86,42.219.156.211,35928,80,TCP,.A...F,0,0,1,52,background
28/07/2016 0:52,0.0,42.219.150.247,42.219.156.30,58454,106,TCP,....S.,0,0,1,44,scan44
27/07/2016 21:54,0.236,42.219.158.188,51.159.174.44,80,26967,TCP,.AP.S.,0,0,11,11298,blacklist
28/07/2016 9:07,2.46,42.219.155.133,37.140.227.213,443,32880,TCP,.AP.SF,0,0,19,16466,background
28/07/2016 9:41,1.548,234.253.133.198,42.219.158.188,23494,25,TCP,.APRS.,0,0,5,327,blacklist
27/07/2016 19:49,0.144,42.219.155.56,67.211.130.32,80,52444,TCP,.AP.SF,0,0,12,12329,background
28/07/2016 0:50,0.0,42.219.150.243,42.219.152.20,49373,6666,TCP,....S.,0,0,1,44,scan44
28/07/2016 0:07,0.58,42.219.156.213,193.27.83.116,42410,25,TCP,.APRS.,0,0,6,436,anomaly-spam
27/07/2016 14:18,0.0,42.219.159.194,53.228.69.81,56738,53,UDP,.A....,0,0,1,130,background
27/07/2016 19:49,0.0,78.160.191.56,42.219.159.86,443,53483,TCP,.AP..F,0,40,2,135,background
28/07/2016 2:47,2.984,167.112.138.42,42.219.159.95,0,769,ICMP,.A....,0,40,2,112,background
27/07/2016 21:27,0.336,43.164.49.186,42.219.159.85,80,58705,TCP,.A..SF,0,0,2,112,background
28/07/2016 2:29,4.992,42.219.156.195,35.55.108.61,80,53394,TCP,.AP.SF,0,0,4,436,background
27/07/2016 17:34,0.0,42.219.154.128,143.72.8.137,38214,53,UDP,.A....,0,0,1,91,background
27/07/2016 16:12,0.74,216.49.102.195,42.219.156.211,57157,443,TCP,.AP.SF,0,0,9,1130,background
27/07/2016 14:44,0.192,42.219.154.101,165.133.210.207,53799,8121,TCP,.AP.SF,0,0,10,619,background
28/07/2016 0:00,0.0,42.219.158.16,42.219.150.246,80,2741,TCP,.A..S.,0,0,1,40,dos
27/07/2016 17:24,0.0,143.72.8.137,42.219.158.161,53,49875,UDP,.A....,0,0,1,162,background
27/07/2016 21:59,0.436,193.27.83.68,42.219.156.212,25,41324,TCP,.AP.SF,0,0,5,961,anomaly-spam
28/07/2016 6:16,0.0,42.219.152.249,223.115.158.201,53,8970,UDP,.A....,0,0,1,114,background
27/07/2016 18:07,0.0,42.219.158.178,52.193.148.161,48763,53,UDP,.A....,0,0,1,72,blacklist
28/07/2016 0:41,0.0,42.219.150.246,42.219.154.69,36522,3031,TCP,....S.,0,0,1,44,scan11
27/07/2016 17:06,0.036,42.219.153.62,60.228.77.200,57364,53,UDP,.A....,0,0,8,554,background
28/07/2016 9:19,0.352,42.219.158.160,76.246.241.77,80,32768,TCP,.AP.SF,0,0,30,38229,background
27/07/2016 14:49,0.0,133.41.193.246,42.219.157.25,44770,53413,UDP,.A....,0,0,2,197,background
27/07/2016 23:09,0.0,143.72.8.137,42.219.158.188,53,51198,UDP,.A....,0,0,1,116,blacklist
28/07/2016 0:21,0.0,42.219.158.16,42.219.150.247,80,11214,TCP,.A..S.,0,0,1,40,dos
27/07/2016 15:40,0.0,204.97.73.32,42.219.153.62,58341,53,UDP,.A....,0,0,1,75,background
27/07/2016 17:00,13.284,66.38.101.124,42.219.158.188,15307,143,TCP,.APRSF,0,40,156,7421,blacklist
27/07/2016 15:30,1.376,64.168.191.190,42.219.155.28,26491,443,TCP,.APRSF,0,0,15,3057,background
27/07/2016 14:10,0.496,42.219.153.38,197.34.239.242,80,32816,TCP,.AP.SF,0,0,10,10648,blacklist
28/07/2016 6:34,0.0,42.219.158.188,143.72.8.137,55930,53,UDP,.A....,0,0,1,73,blacklist
27/07/2016 16:07,8.768,42.219.158.188,209.63.139.37,80,56345,TCP,.AP.S.,0,0,39,41404,blacklist
28/07/2016 4:32,0.524,193.26.243.174,42.219.156.212,25,45515,TCP,.AP.SF,0,0,5,958,anomaly-spam
28/07/2016 0:25,0.0,42.219.153.62,62.50.29.201,53,41926,UDP,.A....,0,0,1,148,background
28/07/2016 8:29,0.0,42.219.154.109,245.117.106.94,110,14474,TCP,.A....,0,40,1,40,background
27/07/2016 16:12,0.0,42.219.153.62,61.23.222.255,53,57939,UDP,.A....,0,0,1,159,background
27/07/2016 17:40,6.14,168.38.13.53,42.219.158.156,64066,443,TCP,.AP.SF,0,0,7,891,background
27/07/2016 21:10,0.0,42.219.155.103,62.49.30.102,80,61223,TCP,.A....,0,40,1,40,background
27/07/2016 13:58,11.024,211.52.23.101,42.219.156.211,52352,443,TCP,.AP.SF,0,0,20,3164,background
28/07/2016 1:41,0.0,84.214.192.120,158.142.187.210,58147,80,TCP,.A...F,0,0,1,52,background
27/07/2016 22:54,0.896,91.71.126.185,42.219.157.23,20596,80,TCP,.AP..F,0,24,8,779,background
27/07/2016 22:39,2.856,42.219.159.90,210.161.112.29,11389,445,TCP,....S.,0,0,2,96,background
28/07/2016 3:52,4.068,42.219.156.211,209.48.85.168,443,63905,TCP,.AP.SF,0,0,7,1407,background
28/07/2016 0:11,0.0,42.219.150.242,42.219.152.20,13321,80,TCP,...RS.,0,0,2,200,dos
27/07/2016 21:28,0.584,42.219.156.215,193.27.83.103,54623,25,TCP,.APRS.,0,0,6,440,anomaly-spam
28/07/2016 0:11,0.0,42.219.150.247,42.219.158.16,8633,80,TCP,...RS.,0,0,2,200,dos
28/07/2016 1:18,0.136,194.233.77.34,42.219.153.164,58027,80,TCP,.A...F,0,0,2,104,background
28/07/2016 0:22,0.0,42.219.158.16,42.219.150.246,80,16002,TCP,.A..S.,0,0,1,40,dos
28/07/2016 0:51,0.0,42.219.150.247,42.219.156.30,43095,1556,TCP,....S.,0,0,1,44,scan44
27/07/2016 18:15,0.58,193.27.1.120,42.219.156.213,25,44766,TCP,.AP.SF,0,0,5,961,anomaly-spam
27/07/2016 21:17,0.696,42.219.156.215,54.143.48.199,41857,25,TCP,.APRS.,0,0,6,432,anomaly-spam
28/07/2016 0:10,0.0,42.219.152.20,42.219.150.242,80,4983,TCP,.A..S.,0,0,1,40,dos
28/07/2016 3:04,0.136,42.219.153.128,143.255.210.1,33523,80,TCP,.APRSF,0,0,12,637,background
27/07/2016 17:55,0.704,42.219.156.215,54.143.48.199,43107,25,TCP,.APRS.,0,0,6,444,anomaly-spam
27/07/2016 23:01,3.028,42.219.159.90,85.97.221.164,35138,445,TCP,....S.,0,0,2,96,background
28/07/2016 3:11,7.848,42.219.153.164,54.143.54.222,80,9322,TCP,.A..SF,0,0,8,328,background
28/07/2016 8:31,0.0,143.72.4.250,42.219.154.173,53,33207,UDP,.A....,0,0,1,104,background
28/07/2016 4:06,0.696,223.80.186.98,42.219.159.82,54820,7070,TCP,.AP.SF,0,0,10,852,background
27/07/2016 17:10,0.0,213.44.249.84,42.219.153.62,36070,53,UDP,.A....,0,72,1,58,background
27/07/2016 15:25,0.0,42.219.158.188,143.72.8.137,35879,53,UDP,.A....,0,0,1,75,blacklist
28/07/2016 0:20,0.0,42.219.158.16,42.219.150.246,80,6530,TCP,.A..S.,0,0,1,40,dos
28/07/2016 8:10,0.128,42.219.153.106,194.233.72.74,80,39885,TCP,.AP.S.,0,0,9,9477,background
28/07/2016 5:13,0.228,42.219.156.211,216.49.102.195,443,56357,TCP,.AP.SF,0,0,6,1339,background
28/07/2016 0:12,0.024,42.219.150.247,42.219.158.16,16880,80,TCP,...RS.,0,0,2,200,dos
28/07/2016 9:04,19.36,168.39.19.217,42.219.153.89,80,27323,TCP,.A..SF,0,40,3,144,background
27/07/2016 17:14,0.444,193.27.83.86,42.219.156.215,25,56905,TCP,.AP.SF,0,0,5,961,anomaly-spam
28/07/2016 0:52,0.0,42.219.150.242,42.219.154.69,63794,616,TCP,....S.,0,0,1,44,scan44
28/07/2016 1:40,0.584,42.219.156.215,193.27.83.68,47895,25,TCP,.APRS.,0,0,6,438,anomaly-spam
27/07/2016 19:16,0.592,42.219.156.215,193.27.83.86,33627,25,TCP,.APRS.,0,0,6,440,anomaly-spam
27/07/2016 18:37,0.0,42.219.158.164,143.72.8.137,39573,53,UDP,.A....,0,0,1,73,background
27/07/2016 17:24,0.72,42.219.156.213,193.27.6.165,36444,25,TCP,.APRS.,0,0,6,438,anomaly-spam
27/07/2016 17:11,2.276,193.27.1.120,42.219.156.213,25,45995,TCP,.AP.SF,0,0,11,1247,anomaly-spam
27/07/2016 19:18,0.28,216.41.180.103,42.219.155.56,2501,80,TCP,.AP.SF,0,0,5,744,background
27/07/2016 19:36,72.76,50.80.8.160,42.219.158.188,16735,80,TCP,.APRSF,0,0,20,3241,blacklist
28/07/2016 0:25,0.0,42.219.152.20,42.219.150.243,80,13369,TCP,.A..S.,0,0,1,40,dos
27/07/2016 19:32,0.16,176.233.82.100,42.219.156.211,62067,80,TCP,.AP.SF,0,0,5,674,background
28/07/2016 7:57,0.0,197.22.150.156,42.219.153.7,54696,53,UDP,.A....,0,40,1,73,background
28/07/2016 2:44,0.0,214.40.192.76,42.219.153.62,20650,53,UDP,.A....,0,0,1,75,background
27/07/2016 14:01,8.924,42.219.153.44,193.27.83.86,42722,25,TCP,.APRS.,0,0,6006,8543898,background
27/07/2016 17:14,0.56,193.27.1.120,42.219.156.213,25,40703,TCP,.AP.SF,0,0,5,961,anomaly-spam
28/07/2016 0:52,3.0,65.113.135.151,42.219.157.217,53980,23,TCP,....S.,0,72,2,112,background
27/07/2016 23:48,2.132,70.108.183.47,42.219.155.102,59438,80,TCP,.APRSF,0,0,11,864,background
27/07/2016 18:27,0.0,42.219.156.211,96.111.169.4,443,58710,TCP,...R..,0,0,1,40,background
28/07/2016 1:08,8.936,42.219.154.69,212.117.174.7,2272,4506,TCP,....S.,0,0,6,288,nerisbotnet
27/07/2016 17:24,0.004,143.72.8.137,42.219.154.108,53,36647,UDP,.A....,0,0,2,197,background
28/07/2016 1:02,3.008,77.143.199.51,42.219.158.184,59213,23,TCP,....S.,0,40,2,120,background
27/07/2016 22:10,0.0,143.72.8.137,42.219.158.161,53,43096,UDP,.A....,0,0,1,126,background
27/07/2016 22:56,0.0,42.219.158.188,60.242.232.66,80,29360,TCP,.A....,0,40,1,52,blacklist
28/07/2016 1:03,0.0,42.219.158.188,143.72.8.137,53992,53,UDP,.A....,0,0,1,54,blacklist
28/07/2016 3:01,0.72,42.219.156.215,193.27.1.135,36633,25,TCP,.APRS.,0,0,6,439,anomaly-spam
27/07/2016 19:19,0.148,52.74.223.105,42.219.157.222,80,18878,TCP,.A.RS.,0,40,2,88,blacklist
28/07/2016 1:02,0.0,143.72.4.250,42.219.154.159,53,32873,UDP,.A....,0,0,1,108,background
28/07/2016 7:03,22.38,42.219.155.28,74.158.24.238,443,7247,TCP,.AP.S.,0,0,5,3118,background
28/07/2016 0:24,0.0,42.219.150.242,42.219.152.20,8594,80,TCP,...RS.,0,0,2,200,dos
28/07/2016 0:51,0.0,42.219.156.30,42.219.150.247,617,53272,TCP,.A.R..,0,0,1,40,scan44
28/07/2016 0:17,2.936,42.219.159.90,254.231.225.108,24884,445,TCP,....S.,0,0,2,96,background
28/07/2016 0:13,1.496,42.219.158.190,99.176.159.143,80,37044,TCP,.AP.SF,0,0,19,22011,background
28/07/2016 3:03,0.0,228.139.249.119,42.219.159.194,19543,53,UDP,.A....,0,40,1,69,background
27/07/2016 23:00,0.0,42.219.153.72,107.90.100.184,2905,53,UDP,.A....,0,0,2,160,background
28/07/2016 4:19,0.348,42.219.156.211,36.10.110.140,80,55028,TCP,.AP.SF,0,0,4,910,background
27/07/2016 13:53,0.284,42.219.156.211,67.209.183.248,80,52514,TCP,.AP.SF,0,0,5,889,background
27/07/2016 14:34,3.02,42.219.159.95,252.193.215.83,10797,445,TCP,....S.,0,0,2,96,background
27/07/2016 21:21,0.148,52.74.223.105,42.219.157.222,80,19245,TCP,.A.RS.,0,40,2,88,blacklist
28/07/2016 0:10,0.0,42.219.150.246,42.219.158.16,2696,80,TCP,...RS.,0,0,2,200,dos
28/07/2016 6:14,5.256,42.219.155.28,64.63.241.223,443,41135,TCP,.APRSF,0,0,9,3276,background
28/07/2016 7:24,0.0,42.219.158.161,143.72.8.137,56449,53,UDP,.A....,0,0,1,69,background
28/07/2016 4:33,2.848,42.219.159.90,36.124.104.144,22695,445,TCP,....S.,0,0,2,96,background
27/07/2016 19:22,3.972,165.15.156.251,42.219.158.213,30022,40648,TCP,.AP...,0,0,102,5210,background
27/07/2016 15:11,1.308,42.219.155.28,70.252.253.164,443,49704,TCP,.APRSF,0,0,10,3344,background
28/07/2016 4:07,2.972,42.219.159.90,154.128.168.116,47065,445,TCP,....S.,0,0,2,96,background
28/07/2016 0:52,0.0,42.219.150.243,42.219.152.20,43098,5004,TCP,....S.,0,0,1,44,scan44
27/07/2016 22:11,0.24,165.129.45.99,42.219.156.211,52636,80,TCP,.AP.SF,0,0,6,687,background
28/07/2016 0:21,0.0,42.219.158.16,42.219.150.247,80,12881,TCP,.A..S.,0,0,1,40,dos
27/07/2016 22:10,0.0,52.196.108.108,42.219.152.249,20304,53,UDP,.A....,0,0,1,80,background
27/07/2016 22:33,0.66,42.219.153.128,165.10.58.119,80,26543,TCP,.AP.SF,0,0,6,4000,background
28/07/2016 0:11,0.0,42.219.152.20,42.219.150.242,80,8649,TCP,.A..S.,0,0,1,40,dos
27/07/2016 19:43,0.0,201.171.20.105,42.219.159.82,28420,8000,TCP,.AP...,0,0,1,84,background
28/07/2016 7:03,5.84,223.85.244.55,42.219.156.211,55074,443,TCP,.APRSF,0,0,12,1203,background
28/07/2016 2:09,0.0,143.72.8.137,42.219.158.188,53,39346,UDP,.A....,0,0,1,108,blacklist
28/07/2016 3:17,2.008,42.219.156.211,213.183.130.111,80,54391,TCP,.AP.SF,0,0,5,887,background
27/07/2016 22:07,15.284,194.233.64.115,42.219.153.133,56926,80,TCP,.AP.SF,0,0,9,816,background
28/07/2016 8:43,0.016,42.219.157.10,220.20.177.72,49216,80,TCP,.A...F,0,0,2,80,background
28/07/2016 1:13,15.635,42.219.158.18,173.192.170.88,2670,80,TCP,.APRS.,0,0,12,1326,nerisbotnet
28/07/2016 3:55,0.0,42.219.147.178,52.168.160.72,45990,123,UDP,.A....,0,192,1,76,background
27/07/2016 22:49,0.588,42.219.156.215,193.27.83.86,54135,25,TCP,.APRS.,0,0,6,439,anomaly-spam
27/07/2016 19:13,15.068,194.233.64.123,42.219.153.67,57876,80,TCP,.AP.SF,0,0,16,1203,background
27/07/2016 23:26,0.392,211.44.10.231,42.219.156.211,58931,80,TCP,.AP.SF,0,0,6,1110,background
27/07/2016 16:47,2.876,42.219.159.95,238.132.19.3,8648,445,TCP,....S.,0,0,2,96,background
28/07/2016 2:34,0.444,42.219.156.213,121.106.2.63,45377,25,TCP,.APRS.,0,0,6,441,anomaly-spam
28/07/2016 5:02,0.0,42.219.153.62,50.80.139.231,53,17122,UDP,.A....,0,0,1,168,background
28/07/2016 2:22,0.152,52.74.223.105,42.219.157.222,80,20103,TCP,.A.RS.,0,40,2,88,blacklist
28/07/2016 1:29,0.724,42.219.156.215,193.27.6.149,33730,25,TCP,.APRS.,0,0,6,436,anomaly-spam
27/07/2016 17:07,5.248,199.91.251.154,42.219.153.156,45473,80,TCP,.A.R.F,0,72,3,132,background
28/07/2016 0:10,0.0,42.219.150.241,42.219.154.69,8997,80,TCP,...RS.,0,0,2,200,dos
27/07/2016 18:04,0.0,42.219.154.183,143.72.4.250,36756,53,UDP,.A....,0,0,1,64,background
27/07/2016 21:23,0.0,208.67.250.20,42.219.159.82,11083,8000,TCP,.AP...,0,0,1,72,background
27/07/2016 14:40,0.0,42.219.147.178,143.72.8.137,20288,53,UDP,.A....,0,0,1,84,background
